nym	1	0
atl	0	0
fla	0	0
phi	0	0
was	0	0
chc	0	0
cin	0	0
hou	0	0
mil	0	0
pit	0	0
stl	0	1
ari	0	0
col	0	0
la	0	0
sd	0	0
sf	0	0
